ano,fase,nivel,numero_questao,titulo,enunciado,alternativas,questao,classe
2005,0,2,22,pane seca,"a estrada entre abrigo e feliciana é a única ligação terrestre entre essas duas cidades. ela atravessa todo o extenso cerrado de mato baixo, sem passar por nenhuma outra cidade. assim, os motoristas têm que se preocupar em escolher bem em quais dos postos de gasolina irão colocar combustível, sob pena de ficar parado no meio do caminho por pane seca (falta de combustível). há um posto de combustível em abrigo, um em feliciana, e outros quatro postos ao longo da estrada entre as duas cidades. o combustível nos postos de abrigo e feliciana é mais barato do que nos outros quatro postos ao longo da estrada, de forma que os motoristas preferem encher o tanque no posto da cidade antes de uma viagem entre as duas cidades. o preço do combustível é igual para os quatro postos ao longo da estrada. os seis postos são identificados pelas letras a (posto em abrigo), b, c, d, e e f (posto em feliciana). a distância entre o posto de abrigo e o posto de feliciana e de 430 kilometros. considerando como ponto inicial o posto da cidade de abrigo, os postos estão localizados nos quilômetros 0 (posto de abrigo), 33, 108, 171, 332 e 430 (posto de feliciana). alan quer viajar entre as duas cidades com sua motocicleta, que tem um tanque com capacidade de 8 litros, e necessita de sua ajuda para planejar a viagem.","(a) se o rendimento for 21 kml e alan não abastecer no posto b vai ocorrer pane seca (b) se o rendimento for 20 kml vai certamente ocorrer pane seca (c) se o rendimento for 54 kml não há perigo de ocorrer pane seca (d) se o rendimento for 30 kml alan deve obrigatoriamente abastecer nos postos b, d e e (e) se o rendimento for 33 kml alan precisa parar em apenas um posto","considere que o posto c esteja fechado para reforma. se alan vai viajar de abrigo a feliciana, e já encheu o tanque em abrigo, qual das seguintes afirmativas nao é verdadeira?",outros
2005,0,1,1,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) denise e felipe eduardo e bia alice e clara (b) denise e bia eduardo e felipe alice e clara (c) eduardo e clara denise e bia alice e felipe (d) eduardo e clara alice e bia denise e felipe (e) alice e felipe denise e eduardo bia e clara,qual das seguintes listas é uma atribuição válida de funcionários aos projetos? projeto 1 projeto 2 projeto 3,agrupamento
2005,0,1,2,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) bia (b) denise (c) eduardo (d) bia e felipe (e) denise e eduardo,qual das seguintes é uma lista completa e correta dos funcionários que o engenheiro-chefe pode escolher para trabalhar no mesmo projeto que clara?,agrupamento
2005,0,1,9,florista,"uma florista está arranjando oito flores (a, b, c, f, g, j, k e l) em oito vasos colocados em formato de círculo, como mostrado abaixo: 1 2 3 4 5 6 7 8",(a) a é colocada no vaso vizinho ao vaso de b - (b) b é colocada no vaso vizinho ao vaso de g - (c) g está no vaso diametralmente oposto ao vaso de j - (d) j está no vaso diametralmente oposto ao vaso de a - (e) l está no vaso diametralmente oposto ao vaso de a,"se l for colocada no vaso 8, e k for colocada em vaso vizinho ao vaso de l, qual das seguintes afirmações é necessariamente verdadeira? -",ordenação
2005,0,1,10,florista,"uma florista está arranjando oito flores (a, b, c, f, g, j, k e l) em oito vasos colocados em formato de círculo, como mostrado abaixo: 1 2 3 4 5 6 7 8",(a) b - (b) c - (c) f - (d) g - (e) j,qual das seguintes flores está necessariamente em vaso vizinho ao vaso de a? -,ordenação
2005,0,1,11,florista,"uma florista está arranjando oito flores (a, b, c, f, g, j, k e l) em oito vasos colocados em formato de círculo, como mostrado abaixo: 1 2 3 4 5 6 7 8",(a) b e j - (b) b e k - (c) b e l - (d) c e j - (e) c e l,"se k for colocada no vaso 8, então qual dos seguintes pares de flores n podem estar em vasos diametralmente opostos? -",ordenação
2005,0,1,12,florista,"uma florista está arranjando oito flores (a, b, c, f, g, j, k e l) em oito vasos colocados em formato de círculo, como mostrado abaixo: 1 2 3 4 5 6 7 8",(a) b e c - (b) b e f - (c) f e l - (d) g e k - (e) j e l,"se k for colocada no vaso 8 e c no vaso 4, qual dos seguintes pares de flores n podem estar em vasos vizinhos? -",ordenação
2005,0,1,3,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) bia trabalhará no projeto 1 (b) clara trabalhará no projeto 2 (c) clara trabalhará no projeto 3 (d) felipe trabalhará no projeto 1 (e) felipe trabalhará no projeto 3,"se eduardo trabalhar no projeto 2, qual das seguintes afirmações é verdadeira?",agrupamento
2005,0,1,4,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) alice trabalhará no projeto 2 (b) clara trabalhará no projeto 1 (c) eduardo trabalhará no mesmo projeto que bia (d) denise trabalhará no projeto 1 (e) denise trabalhará no mesmo caso que clara,"se bia for escolhida para trabalhar no projeto 3, qual das afirmações é necessariamente verdadeira?",agrupamento
2005,0,2,1,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) denise e felipe eduardo e bia alice e clara (b) denise e bia eduardo e felipe alice e clara (c) eduardo e clara denise e bia alice e felipe (d) eduardo e clara alice e bia denise e felipe (e) alice e felipe denise e eduardo bia e clara,qual das seguintes listas é uma atribuição válida de funcionários aos projetos? projeto 1 projeto 2 projeto 3,agrupamento
2005,0,2,2,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) bia (b) denise (c) eduardo (d) bia e felipe (e) denise e eduardo,qual das seguintes é uma lista completa e correta dos funcionários que o engenheiro-chefe pode escolher para trabalhar no mesmo projeto que clara?,agrupamento
2005,0,2,3,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) bia trabalhará no projeto 1 (b) clara trabalhará no projeto 2 (c) clara trabalhará no projeto 3 (d) felipe trabalhará no projeto 1 (e) felipe trabalhará no projeto 3,"se eduardo trabalhar no projeto 2, qual das seguintes afirmações é verdadeira?",agrupamento
2005,0,2,4,projeto de software,"o engenheiro-chefe de uma empresa de desenvolvimento de software está atribuindo funcionários a cada um dos três novos projetos, identificados como projeto 1, projeto 2 e projeto 3. exatamente dois dos funcionários seguintes devem ser atribuídos a cada um dos projetos: alice, bia, clara, denise, eduardo e felipe. cada funcionário deve trabalhar em um único projeto. alice, bia e clara são engenheiras sênior; os demais são engenheiros júnior. alice, denise e eduardo falam inglês, os demais não falam inglês. o engenheiro-chefe deve atribuir os funcionários aos projetos de acordo com os seguintes requisitos: - pelo menos uma engenheira sênior deve trabalhar em cada projeto; - pelo menos um funcionário que fale inglês deve trabalhar em cada projeto; - denise somente pode trabalhar no projeto 1 ou no projeto 2.",(a) alice trabalhará no projeto 2 (b) clara trabalhará no projeto 1 (c) eduardo trabalhará no mesmo caso que bia (d) denise trabalhará no projeto 1 (e) denise trabalhará no mesmo caso que clara,"se bia for escolhida para trabalhar no projeto 3, qual das afirmações é necessariamente verdadeira?",agrupamento
2005,0,2,9,semana de provas,"o diretor de uma escola está planejando a utilização do laboratório de computação para a semana de provas práticas. as provas ocorrerão entre os dias 1 e 5 (inclusive) do último mês de aulas, com duas provas agendadas para cada dia. das dez provas que serão agendadas, quatro são do prof. rui, duas da profa. sônia, duas do prof. teo, uma do prof. udo e uma da profa. vera. as provas devem ser agendadas obedecendo às seguintes restrições: - duas provas de um mesmo professor ou professora não podem ser agendadas para o mesmo dia, exceto para o dia 3, quando serão agendadas duas provas do prof. rui; - a prova da profa. vera será agendada para o dia 5; - nenhuma prova da profa. sônia pode ser agendada para o mesmo dia de uma prova do prof. rui.",(a) uma prova do prof. rui será dia 4 2. (b) uma prova do prof. teo será dia 1 3. (c) uma prova do prof. teo será dia 4 4. (d) uma prova do prof. teo será dia 4 5. (e) a prova do prof. udo será dia 5,"se as provas da profa. sônia forem agendadas para os dias 1 e 2, qual das seguintes afirmações é necessariamente verdadeira? 1.",ordenação
2005,0,2,10,semana de provas,"o diretor de uma escola está planejando a utilização do laboratório de computação para a semana de provas práticas. as provas ocorrerão entre os dias 1 e 5 (inclusive) do último mês de aulas, com duas provas agendadas para cada dia. das dez provas que serão agendadas, quatro são do prof. rui, duas da profa. sônia, duas do prof. teo, uma do prof. udo e uma da profa. vera. as provas devem ser agendadas obedecendo às seguintes restrições: - duas provas de um mesmo professor ou professora não podem ser agendadas para o mesmo dia, exceto para o dia 3, quando serão agendadas duas provas do prof. rui; - a prova da profa. vera será agendada para o dia 5; - nenhuma prova da profa. sônia pode ser agendada para o mesmo dia de uma prova do prof. rui.",(a) uma prova do prof. rui e uma prova do prof. teo 2. (b) uma prova do prof. rui e a prova do prof. udo 3. (c) uma prova da profa. sônia e uma prova do prof. teo 4. (d) uma prova da profa. sônia e a prova do prof. udo 5. (e) uma prova do prof. teo e a prova do prof. udo,qual dos seguintes pares de provas não pode ser agendado para o mesmo dia? 1.,ordenação
2005,0,2,11,semana de provas,"o diretor de uma escola está planejando a utilização do laboratório de computação para a semana de provas práticas. as provas ocorrerão entre os dias 1 e 5 (inclusive) do último mês de aulas, com duas provas agendadas para cada dia. das dez provas que serão agendadas, quatro são do prof. rui, duas da profa. sônia, duas do prof. teo, uma do prof. udo e uma da profa. vera. as provas devem ser agendadas obedecendo às seguintes restrições: - duas provas de um mesmo professor ou professora não podem ser agendadas para o mesmo dia, exceto para o dia 3, quando serão agendadas duas provas do prof. rui; - a prova da profa. vera será agendada para o dia 5; - nenhuma prova da profa. sônia pode ser agendada para o mesmo dia de uma prova do prof. rui.",(a) uma prova do prof. rui e uma prova do prof. teo serão agendadas para o mesmo dia 2. (b) uma prova da profa. sônia e uma prova do prof. teo serão agendadas para o mesmo dia 3. (c) a prova do prof. udo será dia 2 4. (d) uma prova da profa. sônia será dia 4 5. (e) uma prova do prof. teo será dia 5,"se uma prova da profa. sônia e a prova do prof. udo forem agendadas para o mesmo dia, qual das afirmações seguintes é necessariamente verdadeira? 1.",ordenação
2005,0,2,12,semana de provas,"o diretor de uma escola está planejando a utilização do laboratório de computação para a semana de provas práticas. as provas ocorrerão entre os dias 1 e 5 (inclusive) do último mês de aulas, com duas provas agendadas para cada dia. das dez provas que serão agendadas, quatro são do prof. rui, duas da profa. sônia, duas do prof. teo, uma do prof. udo e uma da profa. vera. as provas devem ser agendadas obedecendo às seguintes restrições: - duas provas de um mesmo professor ou professora não podem ser agendadas para o mesmo dia, exceto para o dia 3, quando serão agendadas duas provas do prof. rui; - a prova da profa. vera será agendada para o dia 5; - nenhuma prova da profa. sônia pode ser agendada para o mesmo dia de uma prova do prof. rui.",(a) as provas da profa. sônia serão dias 1 e 2 2. (b) as provas da profa. sônia serão dias 2 e 5 3. (c) as provas da profa. sônia serão dias 4 e 5 4. (d) as provas do prof. teo serão dias 1 e 2 5. (e) as provas do prof. teo serão dia 4 e 5,"se as provas do prof. teo forem agendadas para dias consecutivos, qual das seguintes afirmações é verdadeira? 1.",ordenação
2005,0,2,14,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.","(a) sílvia, taís, waldo vinícius, yara, zinho 2. (b) sílvia, waldo, zinho taís, vinícius, xuxa 3. (c) sílvia, xuxa, yara taís, waldo, zinho 4. (d) taís, vinícius, waldo sílvia, yara, zinho 5. (e) waldo, xuxa, yara sílvia, vinícius, zinho","se renata e ulisses são dois dos três integrantes de um primeiro sub-grupo, quais amigos podem estar no segundo e terceiro sub-grupo, respectivamente: 1.",agrupamento
2005,0,2,17,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.",(a) renata e ulisses 2. (b) sílvia e taís 3. (c) sílvia e ulisses 4. (d) sílvia e waldo 5. (e) taís e ulisses,"qualquer dos seguintes pares de pessoas pode estar no sub-grupo de xuxa, exceto: 1.",agrupamento
2005,0,2,18,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.","(a) renata, sílvia e vinícius 2. (b) renata, ulisses e waldo 3. (c) sílvia, ulisses e waldo 4. (d) sílvia, vinícius e waldo 5. (e) ulisses, vinícius e xuxa","se um sub-grupo é formado por taís, yara e zinho, qual das pessoas abaixo devem estar juntas em outro sub-grupo? 1.",agrupamento
2005,0,2,13,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.",(a) waldo e xuxa 2. (b) waldo e yara 3. (c) xuxa e yara 4. (d) xuxa e zinho 5. (e) yara e zinho,"se renata é a única pessoa adulta em um sub-grupo, os outros membros de seu grupo são: 1.",agrupamento
2005,0,2,16,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.",(a) uma das mulheres está no sub-grupo com duas crianças 2. (b) um dos homens está no sub-grupo com waldo 3. (c) renata está em um sub-grupo com um homem 4. (d) o sub-grupo de taís inclui exatamente uma criança 5. (e) um dos sub-grupos não inclui criança,qual das seguintes afirmações é necessariamente verdadeira? 1.,agrupamento
2005,0,2,15,jogo de futebol,"um grupo de amigos conseguiu ingressos para assistir ao jogo da seleção brasileira que vai acontecer na cidade onde moram. o grupo é formado por três mulheres (renata, sílvia e taís), dois homens (ulisses e vinícius) e quatro crianças (waldo, xuxa, yara e zinho). o grupo tem um total de nove ingressos, mas os assentos são em seções diferentes do estádio; os três assentos em cada uma das seções são contíguos. os amigos devem ser divididos em sub-grupos de três, de acordo com as seguintes restrições: - não pode haver adultos do mesmo sexo no mesmo sub-grupo; - waldo não pode estar no mesmo sub-grupo que renata; - xuxa deve estar no mesmo sub-grupo de sílvia, ou de ulisses, ou de ambos.",(a) renata e yara 2. (b) sílvia e vinícius 3. (c) sílvia e ulisses 4. (d) ulisses e vinícius 5. (e) xuxa e zinho,qual dos seguintes pares de pessoas podem estar no mesmo sub-grupo que waldo? 1.,agrupamento
2006,1,1,4,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.",(a) 7:00 (b) 8:00 (c) 9:00 (d) 10:00 (e) 11:00,"se o ônibus f for escalado para partir às 11:00, o ônibus e deve ser escalado para partir às:",ordenação
2006,1,1,5,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.",(a) 6:00 (b) 7:00 (c) 8:00 (d) 9:00 (e) 10:00,"qual das seguintes afirmações é necessariamente verdadeira? questão 1. se o ônibus g for escalado para partir às 9:00, o ônibus e deve ser escalado para partir:",ordenação
2006,1,1,6,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.",(a) 7:00 (b) 8:00 (c) 9:00 (d) 10:00 (e) 11:00,qual é o horário mais tardio para o qual o ônibus b pode ser escalado para partir?,ordenação
2006,1,1,8,azulejos,"são dados n azulejos de dimensões 10cm 10cm. com eles, você deve montar um conjunto de quadrados (com espessura de um azulejo) de modo a utilizar todos os azulejos dados. inicialmente você deve montar o maior quadrado possível com os azulejos dados; então, com os azulejos que sobraram, você deve montar o maior quadrado possível, e assim sucessivamente. por exemplo, se forem dados 31 azulejos, o conjunto montado terá quatro quadrados, conforme ilustra a figura abaixo conjunto com quatro quadrados, montado a partir de 31 azulejos.",(a) 2 (b) 3 (c) 4 (d) 5 (e) 6,qual o número de quadrados do conjunto montado se forem dados 120 azulejos?,outros
2006,1,1,9,azulejos,"são dados n azulejos de dimensões 10cm 10cm. com eles, você deve montar um conjunto de quadrados (com espessura de um azulejo) de modo a utilizar todos os azulejos dados. inicialmente você deve montar o maior quadrado possível com os azulejos dados; então, com os azulejos que sobraram, você deve montar o maior quadrado possível, e assim sucessivamente. por exemplo, se forem dados 31 azulejos, o conjunto montado terá quatro quadrados, conforme ilustra a figura abaixo conjunto com quatro quadrados, montado a partir de 31 azulejos.",(a) 2 (b) 3 (c) 4 (d) 5 (e) 6,qual o número de quadrados do conjunto montado se forem dados 148 azulejos?,outros
2006,1,1,7,azulejos,"são dados n azulejos de dimensões 10cm 10cm. com eles, você deve montar um conjunto de quadrados (com espessura de um azulejo) de modo a utilizar todos os azulejos dados. inicialmente você deve montar o maior quadrado possível com os azulejos dados; então, com os azulejos que sobraram, você deve montar o maior quadrado possível, e assim sucessivamente. por exemplo, se forem dados 31 azulejos, o conjunto montado terá quatro quadrados, conforme ilustra a figura abaixo conjunto com quatro quadrados, montado a partir de 31 azulejos.",(a) 2 (b) 3 (c) 4 (d) 5 (e) 6,qual o número de quadrados do conjunto montado se forem dados 75 azulejos?,outros
2006,1,1,1,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.",(a) 7:00 (b) 8:00 (c) 10:00 (d) 11:00 (e) 12:00,"se o ônibus g for escalado para partir às 9:00, o ônibus e deve ser escalado para partir às",ordenação
2006,1,1,2,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.",(a) 6:00 (b) 7:00 (c) 10:00 (d) 11:00 (e) 12:00,"se os ônibus c e d forem escalados para partir às 8:00 e 9:00, respectivamente, o ônibus b deve ser escalado para partir às",ordenação
2006,1,1,3,excursão,"a escola está preparando uma excursão, e os pais também estão convidados. para levar pais e alunos foram contratados sete ônibus, identificados como a, b, c, d, e, f e g. para permitir uma maior escolha das famílias, os sete ônibus deverão partir cada um em horário diferente, seguindo as seguintes restrições: - os ônibus devem partir sábado, nos seguintes horários: 6:00, 7:00, 8:00, 9:00, 10:00, 11:00 e 12:00; - o ônibus a deve partir às 6:00; - o ônibus e deve partir após o ônibus c e também após o ônibus b; - os ônibus d, f e g devem partir em horários consecutivos, nessa ordem.","(a) a, d, c (b) b, c, f (c) d, e, f (d) f, g, c (e) f, g, d","qual das seguintes alternativas lista três ônibus que podem ser escalados para partir na ordem dada, em horários consecutivos?",ordenação
2006,1,1,10,uma casa muito suspeita,"a polícia desconfia que uma casa frequentada por quatro pessoas, identificadas como juca, kiko, lia e mel, é utilizada para clonagem de telefones celulares e cartões de crédito. montou-se então uma operação de vigilância, que obteve as seguintes informações: - a cada dia, os suspeitos entram e posteriormente saem da casa exatamente uma vez; - um suspeito nunca entra ou sai da casa com outro suspeito; - nenhum dos suspeitos sai da casa na mesma posição (primeira, segunda, terceira e quarta) em que entrou na casa; - tanto entrando como saindo do prédio, kiko sempre precede lia.","(a) juca, kiko, lia, mel (b) juca, kiko, mel, lia (c) kiko, juca, lia, mel (d) lia, mel, juca, kiko (e) mel, kiko, lia, juca","qual das seguintes opções abaixo contém uma ordem de saída da casa que poderia ser verdadeira em um dia em que os suspeitos entram na casa na ordem mel, juca, kiko, lia?",ordenação
